iso3,country_name,region_lac,year,monetary_poverty,extreme_poverty,labor_informality,social_protection_coverage,gdp_per_capita,female_labor_participation,male_labor_participation,unemployment,gini,social_expenditure,structural_vulnerability_index
NIC,Nicaragua,Central America,2003,1.5,1.5,,,1494.95618752566,,,7.595,,,-0.019981742877658
NIC,Nicaragua,Central America,2004,1.5,1.5,,,1555.87425694816,,,6.409,,,-0.1460443981223064
NIC,Nicaragua,Central America,2005,65.4,16.5,,61.50995879214515,1601.48770707458,,,5.372,48.8,,0.4134292214013914
NIC,Nicaragua,Central America,2006,1.6,1.5,,,1644.37193565251,,,5.313,,,-0.2683291905886995
NIC,Nicaragua,Central America,2007,1.6,1.5,,,1703.20780299405,,,4.891,,,-0.3215052704641137
NIC,Nicaragua,Central America,2008,1.7,1.6,,,1736.65740610408,,,6.2,,,-0.2060834769907285
NIC,Nicaragua,Central America,2009,62.1,13.9,,45.63550744442061,1655.72028962416,,,8.157,43.9,,0.5351060122738229
NIC,Nicaragua,Central America,2010,1.7,1.7,,,1704.37875049059,,,7.828,,,-0.0473679190159901
NIC,Nicaragua,Central America,2011,1.7,1.7,,,1786.62863418308,,,,,,-0.2054254341981313
NIC,Nicaragua,Central America,2012,1.7,1.5,81.78833333333334,,1876.1759720149,,,5.208,,,0.0663054583770099
NIC,Nicaragua,Central America,2013,1.7,1.4,,,1941.45628552626,,,5.276,,,-0.3362239456745469
NIC,Nicaragua,Central America,2014,46.5,6.6,,68.1514933252246,2006.64869646533,,,4.52,46.2,,-0.0238446315958014
NIC,Nicaragua,Central America,2015,1.6,1.5,,,2074.45620634731,,,4.7,,,-0.4175930932397307
NIC,Nicaragua,Central America,2016,1.6,1.4,,,2140.14405941606,,,3.9,,,-0.5043085444277179
NIC,Nicaragua,Central America,2017,1.6,1.3,,,2209.63273423213,,,3.3,,,-0.5727510139382538
NIC,Nicaragua,Central America,2018,1.7,1.8,,,2107.3396261623,,,5.2,,,-0.3758589790305389
NIC,Nicaragua,Central America,2019,1.7,1.8,,,2019.91518620044,,,,,,-0.2785631680210969
NIC,Nicaragua,Central America,2020,1.7,2.0,,,1950.19181218473,,,,,,-0.257628848238273
NIC,Nicaragua,Central America,2021,1.6,1.7,,,2128.30881395452,,,,,,-0.3120040162155789
NIC,Nicaragua,Central America,2022,1.7,2.2,,,2175.73899144405,,,,,,-0.3228497266602339
NIC,Nicaragua,Central America,2023,1.7,2.2,,,2241.12235476653,,,,,,-0.3404947904049035
PAN,Panama,Central America,2000,46.3,16.3,,,6856.1491877083,,,13.525,56.6,1.62639,0.7896558520037895
PAN,Panama,Central America,2001,50.6,20.8,,,6787.86265820271,,,14.708,56.7,1.412376,0.9286254489870228
PAN,Panama,Central America,2002,47.9,17.2,,,6825.1774775292,,,14.108,56.1,1.203451,0.8283036437118405
PAN,Panama,Central America,2003,46.8,16.8,58.08,,7037.08164896629,,,13.619,55.6,1.044599,0.5709931811937188
PAN,Panama,Central America,2004,45.3,15.5,,,7468.76593461799,,,12.441,54.8,0.852316,0.5992566116866391
PAN,Panama,Central America,2005,44.5,14.5,,,7935.87134515908,,,10.327,53.8,0.923553,0.3814253171146134
PAN,Panama,Central America,2006,44.5,15.7,55.96,,8557.98017379308,,,9.111,54.6,0.940731,0.1923001309155232
PAN,Panama,Central America,2007,41.2,13.0,54.082,,9507.64640169959,,,6.783,52.7,1.2416,-0.0807678932705245
PAN,Panama,Central America,2008,33.2,9.0,51.011,67.05257681256329,10288.1549774225,,,,52.7,1.438061,-0.269473306500785
PAN,Panama,Central America,2009,32.3,6.6,52.363,64.04045949038138,10267.0633132424,,,5.105,51.8,1.270161,-0.3071981360084797
PAN,Panama,Central America,2010,30.2,7.7,49.801,64.01551547898761,10698.0717490512,,,5.832,51.6,1.211382,-0.3283886611416832
PAN,Panama,Central America,2011,27.1,6.1,46.549,60.503495717304034,11761.4988389067,,,3.922,51.3,1.455304,-0.4681536892052583
PAN,Panama,Central America,2012,26.6,7.4,46.974,63.453723288556304,12668.2945402358,,,3.714,51.7,1.106932,-0.5076461697789568
PAN,Panama,Central America,2013,26.0,5.9,47.864,64.52072029286185,13236.8306490828,,,3.732,51.5,1.103836,-0.5268780237604845
PAN,Panama,Central America,2014,24.4,6.4,48.017,63.386581090984016,13611.5490656071,,,4.444,50.5,1.034134,-0.5285320402504589
PAN,Panama,Central America,2015,22.0,4.8,47.846,73.67881481457358,14082.6548434996,,,4.402,50.8,5.4704,-0.6427330188126107
PAN,Panama,Central America,2016,20.6,4.8,48.518,74.67044600512985,14474.124340577,,,4.843,50.4,5.790385,-0.6523731468021298
PAN,Panama,Central America,2017,20.7,4.3,49.404,72.83539225787028,15045.545619615,,,5.461,49.9,5.888196,-0.6195097264271511
PAN,Panama,Central America,2018,18.5,3.7,51.358,75.9110519310142,15375.6434854475,,,5.313,49.2,,-0.6765798330498836
PAN,Panama,Central America,2019,17.8,2.9,52.8,76.6102648039169,15602.5420714581,,,6.409,49.8,,-0.608799378989542
PAN,Panama,Central America,2020,0.5,0.5,56.14,,12647.0826553801,,,18.548,,,0.0347530169253557
PAN,Panama,Central America,2021,20.3,3.3,55.673,86.3498973406225,14552.9401400295,,,10.293,50.9,,-0.424513946026978
PAN,Panama,Central America,2022,0.5,0.6,,,15956.0653932059,,,8.281,,,-0.91220634990381
PAN,Panama,Central America,2023,19.8,3.7,56.127,76.77563184426856,16877.1508423953,,,6.678,48.9,,-0.5913640122572289
PER,Peru,Andean,2000,67.6,25.5,,,3286.27308475523,,,4.069,49.1,4.492833,0.2690310044688489
PER,Peru,Andean,2001,68.4,27.4,,,3261.6642505136,,,4.848,51.3,4.380328,0.4299390377318428
PER,Peru,Andean,2002,64.5,24.4,98.292,,3398.74991419297,,,4.84,53.6,4.747981,0.8230390420860993
PER,Peru,Andean,2003,64.0,22.5,98.413,,3502.79165687646,,,4.151,53.1,4.868768,0.7569782523854457
PER,Peru,Andean,2004,64.3,23.5,91.067,,3640.60299869744,,,4.707,49.9,4.646253,0.5839152704883797
PER,Peru,Andean,2005,66.2,25.4,83.689,,3835.13219279722,,,4.866,50.4,4.796935,0.5279076556036776
PER,Peru,Andean,2006,60.6,21.8,81.965,,4091.36268615581,,,4.172,50.3,4.106541,0.3986866616904022
PER,Peru,Andean,2007,55.2,18.9,79.24,,4407.79121686416,,,4.078,50.0,3.663308,0.2836514125627748
PER,Peru,Andean,2008,50.9,15.8,78.845,52.401473460482215,4778.52642172313,,,4.025,47.5,3.177123,0.1796370181148178
PER,Peru,Andean,2009,49.1,13.7,77.058,64.11262007080079,4801.17153740507,,,3.964,47.0,3.349228,0.0229754675790844
PER,Peru,Andean,2010,45.7,11.2,76.848,68.36334906047897,5167.39259325937,,,3.595,45.5,3.109649,-0.118952004082136
PER,Peru,Andean,2011,42.4,10.3,75.579,66.12011771664453,5453.45718713631,,,3.477,44.7,3.007926,-0.1753808134452964
PER,Peru,Andean,2012,39.8,9.5,70.695,89.52099640436842,5740.04346272472,,,3.238,44.4,2.95389,-0.4873072096832766
PER,Peru,Andean,2013,39.3,8.6,69.771,63.02389489560052,6021.46142765232,,,3.575,43.9,3.134165,-0.2661174746705779
PER,Peru,Andean,2014,38.0,8.0,68.603,64.85444400090279,6103.91864749969,,,3.208,43.1,3.213282,-0.347120308380588
PER,Peru,Andean,2015,37.5,8.0,69.219,65.5979610351688,6231.71150338894,,,3.272,43.4,2.932846,-0.3441577994170789
PER,Peru,Andean,2016,36.4,7.5,68.057,64.94732735612638,6392.25474941014,,,3.741,43.6,2.749923,-0.3355355567382213
PER,Peru,Andean,2017,37.3,7.3,68.057,65.91964340105979,6457.41940254721,,,3.691,43.3,2.786446,-0.3505563397627255
PER,Peru,Andean,2018,35.2,6.1,68.451,66.82372512447853,6593.14437459526,,,3.492,42.4,2.62147,-0.4103204219282105
PER,Peru,Andean,2019,33.6,5.4,68.362,66.60889464277534,6626.26083494969,,,3.379,41.5,2.976552,-0.4536573728646894
PER,Peru,Andean,2020,48.1,10.3,70.141,79.8362844850821,5831.83024758521,,,7.179,43.7,4.201071,-0.1810977174967993
PER,Peru,Andean,2021,39.5,5.2,68.396,90.05337241531402,6547.84718181776,,,5.097,40.1,,-0.5809803767968296
PER,Peru,Andean,2022,37.8,4.8,74.70066666666666,83.36032683237273,6667.51695632036,,,4.003,40.3,,-0.5192999082187327
PER,Peru,Andean,2023,38.3,5.9,77.16866666666667,,6568.0002779793,,,4.569,40.7,,-0.2853263369131497
PRY,Paraguay,Mercosur,2000,1.0,0.9,,,4074.48953320457,,,7.607,,,-0.4248487001257881
PRY,Paraguay,Mercosur,2001,45.3,13.5,,,3972.88427866739,,,6.206,54.6,,0.3442095574572245
PRY,Paraguay,Mercosur,2002,57.5,19.6,,,3916.44022308731,,,9.393,57.3,,0.8270790808020377
PRY,Paraguay,Mercosur,2003,51.4,13.8,,,4035.71833919936,,,6.814,54.9,3.288841,0.4647135967088066
PRY,Paraguay,Mercosur,2004,50.3,10.7,,,4151.34584799423,,,6.513,52.3,2.900585,0.3101891957908985
PRY,Paraguay,Mercosur,2005,46.5,10.1,,,4193.28086525675,,,4.825,51.4,3.007663,0.1071123531530715
PRY,Paraguay,Mercosur,2006,50.4,14.1,,,4349.31197066239,,,5.277,53.0,3.497315,0.2416222015162215
PRY,Paraguay,Mercosur,2007,47.0,12.6,,37.1775379481223,4540.38235899258,,,4.713,53.0,3.355741,0.372319087064079
PRY,Paraguay,Mercosur,2008,43.9,7.9,77.688,43.72436825251371,4788.66318778074,,,4.415,50.7,2.860757,0.3042380605612007
PRY,Paraguay,Mercosur,2009,42.1,9.1,77.561,45.37423899723913,4727.59685811389,,,5.46,49.1,3.409198,0.279084804827957
PRY,Paraguay,Mercosur,2010,39.8,9.4,76.749,54.21751443529297,5191.05014254362,,,4.569,51.0,3.00659,0.1675005716848695
PRY,Paraguay,Mercosur,2011,38.0,8.9,73.898,52.2701903162328,5342.19015717538,,,4.67,52.3,3.542023,0.1800098896311466
PRY,Paraguay,Mercosur,2012,33.3,6.4,74.242,65.20145807942612,5230.26244858989,,,4.085,47.6,4.015425,-0.1293560366343614
PRY,Paraguay,Mercosur,2013,28.8,4.1,71.48,63.177257916062345,5583.12274473566,,,4.385,47.9,4.355003,-0.1627513783323363
PRY,Paraguay,Mercosur,2014,28.3,4.3,70.128,62.23301424808017,5794.47644689985,,,5.034,50.7,4.33154,-0.0676745466710076
PRY,Paraguay,Mercosur,2015,27.5,4.2,70.695,66.8305355793675,5879.33792308762,,,4.556,47.6,4.712555,-0.2248023502648209
PRY,Paraguay,Mercosur,2016,29.7,4.2,72.165,66.65952326712579,6041.95879367349,,,5.255,47.9,4.787462,-0.1562650464679611
PRY,Paraguay,Mercosur,2017,26.9,2.4,69.996,68.0194964215123,6243.1336313903,57.55,83.55,5.4,48.5,5.013944,-0.1938863762516476
PRY,Paraguay,Mercosur,2018,25.3,3.1,70.295,68.35523026045223,6354.2392005316,58.8,83.9,5.425,46.0,5.183923,-0.2807076272015998
PRY,Paraguay,Mercosur,2019,25.0,2.4,68.919,69.08777683418602,6243.53620897823,59.55,84.3,5.75,45.7,5.886203,-0.293313989769616
PRY,Paraguay,Mercosur,2020,27.9,2.6,69.7595,79.66020261256027,6109.19608100826,56.9,83.1,7.1,43.5,6.753471,-0.3560668231409944
PRY,Paraguay,Mercosur,2021,27.0,1.9,69.299,58.98821286903898,6278.11006663809,59.425,83.9,6.75,42.9,,-0.2173624287377078
PRY,Paraguay,Mercosur,2022,25.8,3.2,67.948,54.4405071383784,6218.19790694162,57.575,81.425,6.025,44.6,,-0.1809418680052816
PRY,Paraguay,Mercosur,2023,22.8,2.4,66.86133333333333,,6449.23028812969,58.3,82.15,5.275,44.2,,-0.384150969217209
SLV,El Salvador,Central America,2000,56.0,18.4,,,2964.89346881406,,,6.96,51.5,,0.4722531959084435
SLV,El Salvador,Central America,2001,57.2,19.4,,,2978.59734844669,,,6.96,51.3,,0.4759584710291946
SLV,El Salvador,Central America,2002,56.8,19.5,,,3016.06307728602,,,6.2,51.9,,0.4406658096223443
SLV,El Salvador,Central America,2003,58.4,20.9,,,3057.16467629097,,,6.9,50.4,,0.4387995156758972
SLV,El Salvador,Central America,2004,56.9,16.3,,,3081.23629665234,,,6.8,47.8,,0.2997831436092297
SLV,El Salvador,Central America,2005,57.1,16.4,,,3163.36118376833,,,6.961,48.5,,0.3357531259339572
SLV,El Salvador,Central America,2006,56.2,12.6,,,3302.34817354347,,,6.505,45.7,,0.1596648359183549
SLV,El Salvador,Central America,2007,53.1,9.2,,34.913291903106284,3359.1623024135,,,6.406,45.2,,0.3491464642320622
SLV,El Salvador,Central America,2008,56.0,12.6,,39.66796900069807,3420.44927357444,,,5.884,46.9,,0.3489680676065398
SLV,El Salvador,Central America,2009,56.6,12.4,,48.20007257140321,3337.81150878211,,,7.332,45.8,,0.3092667405914339
SLV,El Salvador,Central America,2010,54.8,11.4,,62.33652525182993,3398.49346060363,,,4.893,43.5,,-0.0823008983066843
SLV,El Salvador,Central America,2011,56.0,10.1,,58.05176989083938,3514.069144355,,,4.297,42.3,,-0.1070286819594012
SLV,El Salvador,Central America,2012,53.5,8.5,,89.60235235447641,3601.44222914588,,,3.843,41.8,,-0.5247335445601055
SLV,El Salvador,Central America,2013,49.1,7.1,,,3665.1547327058,,,3.693,43.4,,-0.248175821007253
SLV,El Salvador,Central America,2014,49.3,7.0,69.33733333333333,58.09289859305717,3713.94992016222,,,4.154,41.6,,-0.0924458969463797
SLV,El Salvador,Central America,2015,46.6,5.3,69.047,89.11105963327985,3790.34089108162,,,3.998,40.6,,-0.4397979457968359
SLV,El Salvador,Central America,2016,44.9,5.8,69.43533333333333,89.41050085634834,3875.84691357954,45.65,75.975,4.625,40.0,,-0.4443039657972881
SLV,El Salvador,Central America,2017,42.4,4.6,70.15533333333333,84.58887097980394,3954.84014277572,44.975,76.275,4.6,38.0,,-0.475069050707232
SLV,El Salvador,Central America,2018,39.1,4.1,68.484,82.79028969138574,4046.16291720583,44.8,75.625,4.2,38.6,,-0.5060597670176133
SLV,El Salvador,Central America,2019,34.7,3.0,69.12533333333333,85.49596587843489,4143.11437097867,45.625,76.9,4.425,38.8,,-0.5465527498948942
SLV,El Salvador,Central America,2020,1.4,1.5,68.742,,3808.53195436409,44.06666666666667,75.8,4.933333333333334,44.86666666666667,,-0.4283046184150337
SLV,El Salvador,Central America,2021,33.5,5.1,68.98266666666666,87.05460948456452,4247.54750394978,45.425,76.95,4.425,39.0,,-0.5705466989745565
SLV,El Salvador,Central America,2022,32.7,5.2,67.44833333333334,88.75225650688779,4355.96083888359,46.425,77.875,3.1,38.8,,-0.6796212252152504
SLV,El Salvador,Central America,2023,29.9,4.6,66.48400000000001,,4489.17787712717,48.5,78.275,3.05,39.8,,-0.5136290485903459
SUR,Suriname,Caribbean,2000,,,,,6128.31602380553,,,,,,-0.3136533683379784
SUR,Suriname,Caribbean,2001,,,,,6255.55274185687,,,,,,-0.3381462232918613
SUR,Suriname,Caribbean,2002,,,,,6301.31731043167,,,,,,-0.3468341851662831
SUR,Suriname,Caribbean,2003,,,,,6567.84309876847,,,,,,-0.3962105527451385
SUR,Suriname,Caribbean,2004,,,,,7021.98919924338,,,9.487,,,0.0995486210980384
SUR,Suriname,Caribbean,2005,,,,,7261.8171350196,,,,,,-0.5159299841020432
SUR,Suriname,Caribbean,2006,,,,,7599.35696921481,,,,,,-0.5700819987437379
SUR,Suriname,Caribbean,2007,,,,,7897.25648915828,,,,,,-0.6159124907288309
SUR,Suriname,Caribbean,2008,,,,,8129.11464659446,,,,,,-0.6504018794835983
SUR,Suriname,Caribbean,2009,,,,,8276.69079768793,,,8.711,,,-0.1065733782769974
SUR,Suriname,Caribbean,2010,,,,,8603.90786745855,,,7.154,,,-0.3466774626699309
SUR,Suriname,Caribbean,2011,,,,,9003.28597674886,,,7.545,,,-0.3192242518339004
SUR,Suriname,Caribbean,2012,,,,,9140.92898611536,,,8.1,,,-0.2509165137295293
SUR,Suriname,Caribbean,2013,,,,,9303.46008775809,,,6.602,,,-0.4701941954545164
SUR,Suriname,Caribbean,2014,,,,,9224.24378410547,,,6.945,,,-0.4172946422025622
SUR,Suriname,Caribbean,2015,,,,,8813.61705392067,,,7.222,,,-0.3515516426890278
SUR,Suriname,Caribbean,2016,,,51.71833333333333,,8293.31553031406,,,7.917,,,-0.3204200926926181
SUR,Suriname,Caribbean,2017,,,,,8338.69235401862,,,,,,-0.6807408455286196
SUR,Suriname,Caribbean,2018,,,,,8666.64870697797,,,,,,-0.7267191088773424
SUR,Suriname,Caribbean,2019,,,,,8677.30522021731,,,,,,-0.7281837630158661
SUR,Suriname,Caribbean,2020,,,,,7213.10766669943,,,,,,-0.5079082784308179
SUR,Suriname,Caribbean,2021,,,,,6973.89941868115,,,,,,-0.4677111956197566
SUR,Suriname,Caribbean,2022,20.9,2.2,,,7081.33357325783,,,,39.2,,-0.9520224444582136
SUR,Suriname,Caribbean,2023,,,,,7186.47308739957,,,,,,-0.5034990307036427
TTO,Trinidad and Tobago,Caribbean,2000,,,,,10023.0206669207,,,12.096,,,0.2511011016726492
TTO,Trinidad and Tobago,Caribbean,2001,,,,,10395.2041042218,,,,,,-0.9434799775439336
TTO,Trinidad and Tobago,Caribbean,2002,,,,,11165.960015838,,,10.389,,,-0.0511550698736025
TTO,Trinidad and Tobago,Caribbean,2003,,,,,12714.5004334846,,,,,,-1.183525914902529
TTO,Trinidad and Tobago,Caribbean,2004,,,,,13657.2534995604,,,,,,-1.268779383172948
TTO,Trinidad and Tobago,Caribbean,2005,,,,,15075.4179709902,,,7.951,,,-0.569837068405355
TTO,Trinidad and Tobago,Caribbean,2006,,,,,17021.2241679562,,,6.268,,,-0.8767401790419518
TTO,Trinidad and Tobago,Caribbean,2007,,,,,17758.6995224652,,,5.544,,,-1.002919996394003
TTO,Trinidad and Tobago,Caribbean,2008,,,,,18285.2735441992,,,4.627,,,-1.1481350860501311
TTO,Trinidad and Tobago,Caribbean,2009,,,,,17461.9640940055,,,5.28,,,-1.0296713651067697
TTO,Trinidad and Tobago,Caribbean,2010,,,,,17938.0949459463,,,4.033,,,-1.2194962354282586
TTO,Trinidad and Tobago,Caribbean,2011,,,,,17746.509252615,,,3.425,,,-1.2978332946123596
TTO,Trinidad and Tobago,Caribbean,2012,,,,,18835.6674122954,,,3.718,,,-1.2924949164375703
TTO,Trinidad and Tobago,Caribbean,2013,,,,,19392.1974593783,,,2.683,,,-1.4540947488938425
TTO,Trinidad and Tobago,Caribbean,2014,,,,,20032.5402001718,,,2.477,,,-1.502165372884181
TTO,Trinidad and Tobago,Caribbean,2015,,,,,19887.2327716498,,,2.428,,,-1.5046559439965237
TTO,Trinidad and Tobago,Caribbean,2016,,,,,18331.034459758,,,3.207,,,-1.3475283657159358
TTO,Trinidad and Tobago,Caribbean,2017,,,,,17402.6155328454,,,,,,-1.5576348385718966
TTO,Trinidad and Tobago,Caribbean,2018,,,,,17205.615135339,,,,,,-1.5440654459931786
TTO,Trinidad and Tobago,Caribbean,2019,,,,,17225.361633712,,,3.523,,,-1.2664123248518566
TTO,Trinidad and Tobago,Caribbean,2020,,,,,15679.9611486825,,,4.206,,,-1.1152047890217096
TTO,Trinidad and Tobago,Caribbean,2021,,,,,15558.0940536829,,,4.446,,,-1.07710638314197
TTO,Trinidad and Tobago,Caribbean,2022,,,,,15712.230497272,,,4.383,,,-1.091761707910114
TTO,Trinidad and Tobago,Caribbean,2023,,,,,15922.7668349788,,,3.361,,,-1.2421290208277596
URY,Uruguay,Mercosur,2000,11.7,0.8,,,11096.3309569487,,,12.627,43.4,,-0.3838090999713866
URY,Uruguay,Mercosur,2001,14.0,0.7,,,10643.5574019273,,,15.052,45.0,,-0.1068272548214265
URY,Uruguay,Mercosur,2002,18.3,1.1,,,9806.7713064359,,,16.648,45.5,,0.0996518546392409
URY,Uruguay,Mercosur,2003,24.3,1.5,,,9878.75684344081,,,16.661,45.0,,0.1454176611731968
URY,Uruguay,Mercosur,2004,25.0,1.7,,,10366.9067382871,,,12.98,45.9,,-0.0784933303023638
URY,Uruguay,Mercosur,2005,22.5,1.5,,,11131.3984890038,,,12.009,44.7,,-0.2479171622820449
URY,Uruguay,Mercosur,2006,22.1,1.0,44.357,,11574.470540231,,,10.844,45.9,,-0.4265535308278137
URY,Uruguay,Mercosur,2007,19.4,0.7,44.043,,12310.482735502,,,9.403,46.4,,-0.5327031740449204
URY,Uruguay,Mercosur,2008,14.6,0.4,42.772,71.87366407994811,13165.83628166,,,8.025,45.1,,-0.7154508534837954
URY,Uruguay,Mercosur,2009,13.4,0.4,42.364,77.03706204792137,13691.71420689,,,7.74,45.5,,-0.7853358594816818
URY,Uruguay,Mercosur,2010,11.9,0.3,40.897,79.7385283190211,14722.3780081191,,,7.158,44.5,,-0.9062508981221388
URY,Uruguay,Mercosur,2011,8.4,0.2,38.347,78.45665685700965,15443.9961926395,,,6.307,42.2,,-1.0617527362682309
URY,Uruguay,Mercosur,2012,7.8,0.3,36.199,79.90515587013425,15949.3176985435,,,6.451,39.9,,-1.1668078003765157
URY,Uruguay,Mercosur,2013,7.2,0.3,35.353,,16639.4054750651,,,6.444,40.5,,-1.1881936196570575
URY,Uruguay,Mercosur,2014,6.2,0.2,23.630333333333333,,17122.0364563225,,,6.547,40.1,,-1.350787347467508
URY,Uruguay,Mercosur,2015,5.9,0.2,23.879,77.87495520843011,17125.9016800298,,,7.488,40.1,,-1.2442359845932434
URY,Uruguay,Mercosur,2016,5.6,0.1,24.538666666666668,77.6231018052526,17357.2349992841,56.35,73.7,7.824999999999999,39.7,,-1.236278396401685
URY,Uruguay,Mercosur,2017,4.5,0.1,24.100666666666665,76.78474570155235,17611.6036701032,56.125,72.825,7.95,39.5,,-1.244170949166567
URY,Uruguay,Mercosur,2018,4.9,0.1,23.944333333333333,76.26966870368986,17608.9441195037,56.0,72.1,8.35,39.7,,-1.2135622355381284
URY,Uruguay,Mercosur,2019,5.0,0.1,24.138,76.89943043462311,17758.4384372986,55.85,71.5,8.925,39.7,,-1.1916199682803297
URY,Uruguay,Mercosur,2020,7.1,0.3,21.605,72.64516129032258,16443.3635000843,54.7,69.17500000000001,10.35,40.2,,-1.0657066781283395
URY,Uruguay,Mercosur,2021,6.7,0.2,21.433666666666667,72.42412834758612,17416.0052208869,55.725,69.75,9.325,40.8,,-1.1101439494387522
URY,Uruguay,Mercosur,2022,6.3,0.2,22.134,71.66006417971897,18228.3558443761,55.425,69.575,8.275,40.6,,-1.1629179479631215
URY,Uruguay,Mercosur,2023,6.6,0.2,31.756666666666668,,18378.9833563662,56.9,70.8,9.475,40.9,,-1.0770623404311963
VEN,Venezuela,Andean,2000,,,,,3740.0195496928,,,,,,0.2749391651773137
VEN,Venezuela,Andean,2001,55.3,14.7,,,3796.80579715312,,,8.83,47.2,,0.3347308849242354
VEN,Venezuela,Andean,2002,64.7,22.1,,,3398.56849937324,,,16.171,48.9,,1.0604866749484891
VEN,Venezuela,Andean,2003,70.8,27.1,,,3079.6634541359,,,16.779,47.9,,1.1587567868362405
VEN,Venezuela,Andean,2004,65.7,22.8,,,3580.85417271298,,,,47.3,,0.4701190280388285
VEN,Venezuela,Andean,2005,55.7,18.1,,,3884.70081071301,,,10.663,49.3,,0.5511199171966349
VEN,Venezuela,Andean,2006,43.3,9.7,,14.523409268338256,4199.39766916963,,,8.606,44.7,,0.5353364977756243
VEN,Venezuela,Andean,2007,,,,,4496.84905010777,,,7.279,,,0.0574179699744662
VEN,Venezuela,Andean,2008,,,,,4665.9531880382,,,6.245,,,-0.1086889078325092
VEN,Venezuela,Andean,2009,,,,,4455.4532320933,,,6.097,,,-0.1018045586629927
VEN,Venezuela,Andean,2010,,,,,4332.02681796507,,,7.112,,,0.0563969049086398
VEN,Venezuela,Andean,2011,,,,,4455.41063337951,,,6.902,,,0.0103930358888832
VEN,Venezuela,Andean,2012,,,,,4647.37303726595,,,6.601,,,-0.056695767350304
VEN,Venezuela,Andean,2013,,,,,4653.3645655649,,,,,,0.0145104765760552
VEN,Venezuela,Andean,2014,,,,,4421.60786723331,,,,,,0.0754009614431696
VEN,Venezuela,Andean,2015,,,,,4103.1384987005,,,,,,0.1644965851692653
VEN,Venezuela,Andean,2016,,,,,3382.73477932247,,,5.319,,,-0.0460831472096336
VEN,Venezuela,Andean,2017,,,58.32666666666667,,2871.31531165261,,,5.045,,,-0.0357221845933719
VEN,Venezuela,Andean,2018,,,,,2365.59281270712,,,,,,0.8209012175446655
VEN,Venezuela,Andean,2019,,,,,1762.73734800083,,,,,,1.171509945597068
VEN,Venezuela,Andean,2020,,,,,1255.37263090506,,,7.526,,,0.8522380294304781
VEN,Venezuela,Andean,2021,,,,,1276.62381449407,,,,,,1.5560736476350083
VEN,Venezuela,Andean,2022,,,,,1379.97778822986,,,,,,1.4632864593730903
VEN,Venezuela,Andean,2023,,,,,1430.74575249312,,,,,,1.4202251864049684
